          TCHEBYCHEFF              TCHBP                   ORTHP
    2  2.30000000000000000E+01  2.30000000000000000E+01
    2  2.82500000000000000E+01  2.82500000000000000E+01
    2  3.40000000000000000E+01  3.40000000000000000E+01
    2  4.02500000000000000E+01  4.02500000000000000E+01
    2  4.70000000000000000E+01  4.70000000000000000E+01
    2  5.42500000000000000E+01  5.42500000000000000E+01
    2  6.20000000000000000E+01  6.20000000000000000E+01
    3  6.00000000000000000E+00  6.00000000000000000E+00
    3 -8.75000000000000000E-01 -8.75000000000000000E-01
    3 -4.00000000000000000E+00 -4.00000000000000000E+00
    3 -4.12500000000000000E+00 -4.12500000000000000E+00
    3 -2.00000000000000000E+00 -2.00000000000000000E+00
    3  1.62500000000000000E+00  1.62500000000000000E+00
    3  6.00000000000000000E+00  6.00000000000000000E+00
    3  1.03750000000000000E+01  1.03750000000000000E+01
    3  1.40000000000000000E+01  1.40000000000000000E+01
    3  1.61250000000000000E+01  1.61250000000000000E+01
    3  1.60000000000000000E+01  1.60000000000000000E+01
    3  1.28750000000000000E+01  1.28750000000000000E+01
    3  6.00000000000000000E+00  6.00000000000000000E+00
    3 -5.37500000000000000E+00 -5.37500000000000000E+00
    3 -2.20000000000000000E+01 -2.20000000000000000E+01
    3 -4.46250000000000000E+01 -4.46250000000000000E+01
    3 -7.40000000000000000E+01 -7.40000000000000000E+01
    3 -1.10875000000000000E+02 -1.10875000000000000E+02
    3 -1.56000000000000000E+02 -1.56000000000000000E+02
    3 -2.10125000000000000E+02 -2.10125000000000000E+02
    3 -2.74000000000000000E+02 -2.74000000000000000E+02
    4  2.40000000000000000E+01  2.40000000000000000E+01
    4 -7.93750000000000000E+00 -7.93750000000000000E+00
    4 -1.50000000000000000E+01 -1.50000000000000000E+01
    4 -6.93750000000000000E+00 -6.93750000000000000E+00
    4  8.00000000000000000E+00  8.00000000000000000E+00
    4  2.30625000000000000E+01  2.30625000000000000E+01
    4  3.30000000000000000E+01  3.30000000000000000E+01
    4  3.40625000000000000E+01  3.40625000000000000E+01
    4  2.40000000000000000E+01  2.40000000000000000E+01
    4  2.06250000000000000E+00  2.06250000000000000E+00
    4 -3.10000000000000000E+01 -3.10000000000000000E+01
    4 -7.29375000000000000E+01 -7.29375000000000000E+01
    4 -1.20000000000000000E+02 -1.20000000000000000E+02
    4 -1.66937500000000000E+02 -1.66937500000000000E+02
    4 -2.07000000000000000E+02 -2.07000000000000000E+02
    4 -2.31937500000000000E+02 -2.31937500000000000E+02
    4 -2.32000000000000000E+02 -2.32000000000000000E+02
    4 -1.95937500000000000E+02 -1.95937500000000000E+02
    4 -1.11000000000000000E+02 -1.11000000000000000E+02
    4  3.70625000000000000E+01  3.70625000000000000E+01
    4  2.64000000000000000E+02  2.64000000000000000E+02
    5  1.20000000000000000E+02  1.20000000000000000E+02
    5 -5.34687500000000000E+01 -5.34687500000000000E+01
    5 -5.60000000000000000E+01 -5.60000000000000000E+01
    5  1.39687500000000000E+01  1.39687500000000000E+01
    5  8.80000000000000000E+01  8.80000000000000000E+01
    5  1.23906250000000000E+02  1.23906250000000000E+02
    5  1.02000000000000000E+02  1.02000000000000000E+02
    5  2.13437500000000000E+01  2.13437500000000000E+01
    5 -1.04000000000000000E+02 -1.04000000000000000E+02
    5 -2.48718750000000000E+02 -2.48718750000000000E+02
    5 -3.80000000000000000E+02 -3.80000000000000000E+02
    5 -4.61281250000000000E+02 -4.61281250000000000E+02
    5 -4.56000000000000000E+02 -4.56000000000000000E+02
    5 -3.31343750000000000E+02 -3.31343750000000000E+02
    5 -6.20000000000000000E+01 -6.20000000000000000E+01
    5  3.66093750000000000E+02  3.66093750000000000E+02
    5  9.52000000000000000E+02  9.52000000000000000E+02
    5  1.67603125000000000E+03  1.67603125000000000E+03
    5  2.49600000000000000E+03  2.49600000000000000E+03
    5  3.34346875000000000E+03  3.34346875000000000E+03
    5  4.12000000000000000E+03  4.12000000000000000E+03
    6  7.20000000000000000E+02  7.20000000000000000E+02
    6 -3.62984375000000000E+02 -3.62984375000000000E+02
    6 -1.85000000000000000E+02 -1.85000000000000000E+02
    6  3.06140625000000000E+02  3.06140625000000000E+02
    6  5.92000000000000000E+02  5.92000000000000000E+02
    6  4.76640625000000000E+02  4.76640625000000000E+02
    6 -9.00000000000000000E+00 -9.00000000000000000E+00
    6 -6.91484375000000000E+02 -6.91484375000000000E+02
    6 -1.32800000000000000E+03 -1.32800000000000000E+03
    6 -1.66823437500000000E+03 -1.66823437500000000E+03
    6 -1.50500000000000000E+03 -1.50500000000000000E+03
    6 -7.13609375000000000E+02 -7.13609375000000000E+02
    6  7.20000000000000000E+02  7.20000000000000000E+02
    6  2.68239062500000000E+03  2.68239062500000000E+03
    6  4.92700000000000000E+03  4.92700000000000000E+03
    6  7.07976562500000000E+03  7.07976562500000000E+03
    6  8.65600000000000000E+03  8.65600000000000000E+03
    6  9.08851562500000000E+03  9.08851562500000000E+03
    6  7.76700000000000000E+03  7.76700000000000000E+03
    6  4.08864062500000000E+03  4.08864062500000000E+03
    6 -2.48000000000000000E+03 -2.48000000000000000E+03
    7  5.04000000000000000E+03  5.04000000000000000E+03
    7 -2.61242968750000000E+03 -2.61242968750000000E+03
    7 -2.04000000000000000E+02 -2.04000000000000000E+02
    7  3.01774218750000000E+03  3.01774218750000000E+03
    7  3.34400000000000000E+03  3.34400000000000000E+03
    7  5.44101562500000000E+02  5.44101562500000000E+02
    7 -3.76200000000000000E+03 -3.76200000000000000E+03
    7 -7.33747656250000000E+03 -7.33747656250000000E+03
    7 -8.20800000000000000E+03 -8.20800000000000000E+03
    7 -5.22611718750000000E+03 -5.22611718750000000E+03
    7  1.64000000000000000E+03  1.64000000000000000E+03
    7  1.12540546875000000E+04  1.12540546875000000E+04
    7  2.14560000000000000E+04  2.14560000000000000E+04
    7  2.93639140625000000E+04  2.93639140625000000E+04
    7  3.17940000000000000E+04  3.17940000000000000E+04
    7  2.57593359375000000E+04  2.57593359375000000E+04
    7  9.00800000000000000E+03  9.00800000000000000E+03
    7 -1.94388046875000000E+04 -1.94388046875000000E+04
    7 -5.87880000000000000E+04 -5.87880000000000000E+04
    7 -1.06054632812500000E+05 -1.06054632812500000E+05
    7 -1.55760000000000000E+05 -1.55760000000000000E+05
    8  4.03200000000000000E+04  4.03200000000000000E+04
    8 -2.00939960937500000E+04 -2.00939960937500000E+04
    8  6.20900000000000000E+03  6.20900000000000000E+03
    8  2.57386289062500000E+04  2.57386289062500000E+04
    8  1.44640000000000000E+04  1.44640000000000000E+04
    8 -1.65541210937500000E+04 -1.65541210937500000E+04
    8 -4.47030000000000000E+04 -4.47030000000000000E+04
    8 -5.04982500000000000E+04 -5.04982460937500000E+04
    8 -2.52160000000000000E+04 -2.52160000000000000E+04
    8  2.68692539062500000E+04  2.68692539062500000E+04
    8  9.01450000000000000E+04  9.01450000000000000E+04
    8  1.41880375000000000E+05  1.41880375000000000E+05
    8  1.57824000000000000E+05  1.57824000000000000E+05
    8  1.18156125000000000E+05  1.18156125000000000E+05
    8  1.29290000000000000E+04  1.29290000000000000E+04
    8 -1.53713484375000000E+05 -1.53713500000000000E+05
    8 -3.61088000000000000E+05 -3.61088000000000000E+05
    8 -5.71689500000000000E+05 -5.71689500000000000E+05
    8 -7.33311000000000000E+05 -7.33311000000000000E+05
    8 -7.83643875000000000E+05 -7.83643875000000000E+05
    8 -6.57280000000000000E+05 -6.57280000000000000E+05
    9  3.62880000000000000E+05  3.62880000000000000E+05
    9 -1.64355437500000000E+05 -1.64355437500000000E+05
    9  1.12400000000000000E+05  1.12400000000000000E+05
    9  2.05813250000000000E+05  2.05813234375000000E+05
    9  2.94400000000000000E+03  2.94400000000000000E+03
    9 -2.74857250000000000E+05 -2.74857250000000000E+05
    9 -3.85074000000000000E+05 -3.85074000000000000E+05
    9 -2.12127875000000000E+05 -2.12127812500000000E+05
    9  1.97504000000000000E+05  1.97504000000000000E+05
    9  6.70337187500000000E+05  6.70337187500000000E+05
    9  9.76780000000000000E+05  9.76780000000000000E+05
    9  9.11364750000000000E+05  9.11364875000000000E+05
    9  3.62880000000000000E+05  3.62880000000000000E+05
    9 -6.38651250000000000E+05 -6.38651250000000000E+05
    9 -1.90552600000000000E+06 -1.90552600000000000E+06
    9 -3.10887550000000000E+06 -3.10887575000000000E+06
    9 -3.82630400000000000E+06 -3.82630400000000000E+06
    9 -3.61527750000000000E+06 -3.61527725000000000E+06
    9 -2.10405600000000000E+06 -2.10405600000000000E+06
    9  9.10167500000000000E+05  9.10167875000000000E+05
    9  5.36768000000000000E+06  5.36768000000000000E+06
   10  3.62880000000000000E+06  3.62880000000000000E+06
   10 -1.41296187500000000E+06 -1.41296175000000000E+06
   10  1.52027100000000000E+06  1.52027100000000000E+06
   10  1.51690300000000000E+06  1.51690300000000000E+06
   10 -1.12153600000000000E+06 -1.12153600000000000E+06
   10 -3.19426075000000000E+06 -3.19426100000000000E+06
   10 -2.54024100000000000E+06 -2.54024100000000000E+06
   10  8.02376250000000000E+05  8.02376750000000000E+05
   10  5.00505600000000000E+06  5.00505600000000000E+06
   10  7.54347950000000000E+06  7.54347950000000000E+06
   10  6.37317500000000000E+06  6.37317500000000000E+06
   10  8.11114000000000000E+05  8.11115125000000000E+05
   10 -8.06630400000000000E+06 -8.06630400000000000E+06
   10 -1.75537860000000000E+07 -1.75537840000000000E+07
   10 -2.39135600000000000E+07 -2.39135600000000000E+07
   10 -2.33012760000000000E+07 -2.33012740000000000E+07
   10 -1.28412160000000000E+07 -1.28412160000000000E+07
   10  8.34643600000000000E+06  8.34644000000000000E+06
   10  3.83576320000000000E+07  3.83576320000000000E+07
   10  7.21217440000000000E+07  7.21217360000000000E+07
   10  1.01548800000000000E+08  1.01548800000000000E+08
   11  3.99168000000000000E+07  3.99168000000000000E+07
   11 -1.25301740000000000E+07 -1.25301780000000000E+07
   11  1.91654200000000000E+07  1.91654200000000000E+07
   11  8.99828400000000000E+06  8.99828100000000000E+06
   11 -2.16035840000000000E+07 -2.16035840000000000E+07
   11 -3.16081000000000000E+07 -3.16081040000000000E+07
   11 -7.21693600000000000E+06 -7.21693800000000000E+06
   11  3.52543720000000000E+07  3.52543720000000000E+07
   11  6.53355520000000000E+07  6.53355520000000000E+07
   11  5.74336880000000000E+07  5.74336960000000000E+07
   11  4.29280000000000000E+06  4.29280000000000000E+06
   11 -7.85642080000000000E+07 -7.85642080000000000E+07
   11 -1.57282560000000000E+08 -1.57282560000000000E+08
   11 -1.90664784000000000E+08 -1.90664784000000000E+08
   11 -1.44237216000000000E+08 -1.44237248000000000E+08
   11 -3.67968000000000000E+06 -3.67968450000000000E+06
   11  2.15694592000000000E+08  2.15694592000000000E+08
   11  4.65858176000000000E+08  4.65858208000000000E+08
   11  6.70697216000000000E+08  6.70697152000000000E+08
   11  7.38383296000000000E+08  7.38383296000000000E+08
   11  5.80268800000000000E+08  5.80268800000000000E+08
   12  4.79001600000000000E+08  4.79001664000000000E+08
   12 -1.10960544000000000E+08 -1.10960496000000000E+08
   12  2.37686448000000000E+08  2.37686464000000000E+08
   12  9.91784000000000000E+06  9.91779200000000000E+06
   12 -3.17969408000000000E+08 -3.17969408000000000E+08
   12 -2.61460544000000000E+08 -2.61460496000000000E+08
   12  1.63030432000000000E+08  1.63030368000000000E+08
   12  5.90372672000000000E+08  5.90372736000000000E+08
   12  6.35763712000000000E+08  6.35763712000000000E+08
   12  1.49762176000000000E+08  1.49762320000000000E+08
   12 -6.93883776000000000E+08 -6.93883840000000000E+08
   12 -1.47301836800000000E+09 -1.47301849600000000E+09
   12 -1.69778073600000000E+09 -1.69778073600000000E+09
   12 -1.02196083200000000E+09 -1.02196083200000000E+09
   12  5.85745408000000000E+08  5.85744832000000000E+08
   12  2.76241945600000000E+09  2.76241945600000000E+09
   12  4.78920601600000000E+09  4.78920601600000000E+09
   12  5.74502451200000000E+09  5.74502451200000000E+09
   12  4.74848716800000000E+09  4.74848716800000000E+09
   12  1.24144332800000000E+09  1.24144396800000000E+09
   12 -4.74391040000000000E+09 -4.74391040000000000E+09
   13  6.22702080000000000E+09  6.22702284800000000E+09
   13 -9.14188288000000000E+08 -9.14188544000000000E+08
   13  2.94465408000000000E+09  2.94465433600000000E+09
   13 -1.06268371200000000E+09 -1.06268352000000000E+09
   13 -4.20238028800000000E+09 -4.20238080000000000E+09
   13 -1.33129574400000000E+09 -1.33129497600000000E+09
   13  4.62590822400000000E+09  4.62590771200000000E+09
   13  7.61638297600000000E+09  7.61638348800000000E+09
   13  3.94271846400000000E+09  3.94271872000000000E+09
   13 -5.20032665600000000E+09 -5.20032512000000000E+09
   13 -1.44958392320000000E+10 -1.44958392320000000E+10
   13 -1.74106112000000000E+10 -1.74106152960000000E+10
   13 -9.60914636800000000E+09 -9.60914534400000000E+09
   13  8.54945382400000000E+09  8.54945792000000000E+09
   13  3.13135759360000000E+10  3.13135718400000000E+10
   13  4.88722145280000000E+10  4.88722186240000000E+10
   13  5.03564820480000000E+10  5.03564861440000000E+10
   13  2.77093253120000000E+10  2.77093273600000000E+10
   13 -2.06046085120000000E+10 -2.06046044160000000E+10
   13 -8.70848266240000000E+10 -8.70848184320000000E+10
   13 -1.54717356032000000E+11 -1.54717372416000000E+11
   14  8.71782891520000000E+10  8.71782809600000000E+10
   14 -5.47365683200000000E+09 -5.47366092800000000E+09
   14  3.63919974400000000E+10  3.63920015360000000E+10
   14 -2.87745515520000000E+10 -2.87745515520000000E+10
   14 -5.13226792960000000E+10 -5.13226711040000000E+10
   14  1.15700879360000000E+10  1.15701104640000000E+10
   14  8.34696560640000000E+10  8.34696560640000000E+10
   14  7.92120115200000000E+10  7.92120197120000000E+10
   14 -1.67615447040000000E+10 -1.67615467520000000E+10
   14 -1.42317158400000000E+11 -1.42317142016000000E+11
   14 -2.01642115072000000E+11 -2.01642082304000000E+11
   14 -1.25388029952000000E+11 -1.25388079104000000E+11
   14  8.51328532480000000E+10  8.51329105920000000E+10
   14  3.47975188480000000E+11  3.47975188480000000E+11
   14  5.27280537600000000E+11  5.27280439296000000E+11
   14  4.86159319040000000E+11  4.86159351808000000E+11
   14  1.47397345280000000E+11  1.47397345280000000E+11
   14 -4.58286628864000000E+11 -4.58286792704000000E+11
   14 -1.17337725337600000E+12 -1.17337712230400000E+12
   14 -1.73378843443200000E+12 -1.73378830336000000E+12
   14 -1.82847432294400000E+12 -1.82847419187200000E+12
   15  1.30767441100800000E+12  1.30767257600000000E+12
   15  2.31816724480000000E+10  2.31816888320000000E+10
   15  4.41823723520000000E+11  4.41823854592000000E+11
   15 -5.83014154240000000E+11 -5.83013892096000000E+11
   15 -5.62045779968000000E+11 -5.62046042112000000E+11
   15  5.67541301248000000E+11  5.67541563392000000E+11
   15  1.26353303142400000E+12  1.26353303142400000E+12
   15  5.27095169024000000E+11  5.27095562240000000E+11
   15 -1.19181148160000000E+12 -1.19181135052800000E+12
   15 -2.46750615961600000E+12 -2.46750615961600000E+12
   15 -1.99822645657600000E+12 -1.99822580121600000E+12
   15  4.65861083136000000E+11  4.65860034560000000E+11
   15  3.84144821452800000E+12  3.84144926310400000E+12
   15  6.15374861107200000E+12  6.15374913536000000E+12
   15  5.46271081267200000E+12  5.46271186124800000E+12
   15  8.73472196608000000E+11  8.73470099456000000E+11
   15 -6.77452657459200000E+12 -6.77452605030400000E+12
   15 -1.48259041443840000E+13 -1.48259030958080000E+13
   15 -1.94290437324800000E+13 -1.94290416353280000E+13
   15 -1.67402495016960000E+13 -1.67402484531200000E+13
   15 -4.41641127116800000E+12 -4.41640707686400000E+12
   16  2.09227905761280000E+13  2.09227905761280000E+13
   16  1.93861386240000000E+12  1.93861884313600000E+12
   16  5.06651213824000000E+12  5.06651580825600000E+12
   16 -1.07246434385920000E+13 -1.07246413414400000E+13
   16 -4.75172490444800000E+12 -4.75172385587200000E+12
   16  1.35716583505920000E+13  1.35716625448960000E+13
   16  1.65982513397760000E+13  1.65982492426240000E+13
   16 -3.32758568140800000E+12 -3.32758148710400000E+12
   16 -2.84075617157120000E+13 -2.84075596185600000E+13
   16 -3.33675526881280000E+13 -3.33675547852800000E+13
   16 -6.58441135718400000E+12 -6.58440244428800000E+12
   16  4.00917664890880000E+13  4.00917581004800000E+13
   16  7.68813154959360000E+13  7.68813238845440000E+13
   16  7.24724225146880000E+13  7.24724225146880000E+13
   16  1.24669394944000000E+13  1.24669667573760000E+13
   16 -8.88592494755840000E+13 -8.88592914186240000E+13
   16 -1.88978527469568000E+14 -1.88978493915136000E+14
   16 -2.30468347756544000E+14 -2.30468364533760000E+14
   16 -1.63429092425728000E+14 -1.63429025316864000E+14
   16  3.01870098677760000E+13  3.01871147253760000E+13
   16  3.18662078627840000E+14  3.18662179291136000E+14
   17  3.55687448182784000E+14  3.55687381073920000E+14
   17  5.70704432988160000E+13  5.70704600760320000E+13
   17  4.90215152025600000E+13  4.90215823114240000E+13
   17 -1.88574632771584000E+14 -1.88574565662720000E+14
   17 -3.41975026892800000E+12 -3.41976704614400000E+12
   17  2.68645020205056000E+14  2.68645070536704000E+14
   17  1.74483079954432000E+14  1.74483113508864000E+14
   17 -2.33100139298816000E+14 -2.33099971526656000E+14
   17 -5.18715548368896000E+14 -5.18715615477760000E+14
   17 -3.19293707255808000E+14 -3.19293942136832000E+14
   17  3.27182454882304000E+14  3.27182555545600000E+14
   17  9.83263170527232000E+14  9.83263237636096000E+14
   17  1.09238480063692800E+15  1.09238493485465600E+15
   17  3.45159543816192000E+14  3.45159711588352000E+14
   17 -1.07431352441241600E+15 -1.07431305465036800E+15
   17 -2.48951981106790400E+15 -2.48952007950336000E+15
   17 -2.99018414876262400E+15 -2.99018414876262400E+15
   17 -1.85104285774643200E+15 -1.85104299196416000E+15
   17  1.05153684307968000E+15  1.05153744705945600E+15
   17  4.99489878887628800E+15  4.99489932574720000E+15
   17  8.45982929518592000E+15  8.45982983205683200E+15
   18  6.40237406729011200E+15  6.40237245667737600E+15
   18  1.40867088993484800E+15  1.40867115837030400E+15
   18  2.02509587054592000E+14  2.02511197667328000E+14
   18 -3.21782788443340800E+15 -3.21782788443340800E+15
   18  1.26039680771686400E+15  1.26039680771686400E+15
   18  4.80875383252582400E+15  4.80875329565491200E+15
   18  7.86563667591168000E+14  7.86565546639360000E+14
   18 -6.38098244580147200E+15 -6.38098137205964800E+15
   18 -7.87039603654656000E+15 -7.87039549967564800E+15
   18 -9.52355310796800000E+13 -9.52376785633280000E+13
   18  1.17183683693117440E+16  1.17183683693117440E+16
   18  1.74197431074816000E+16  1.74197398862561280E+16
   18  9.46045789090611200E+15  9.46045252219699200E+15
   18 -1.11074833596416000E+16 -1.11074801384161280E+16
   18 -3.36837234005114880E+16 -3.36837191055441920E+16
   18 -4.27814734507540480E+16 -4.27814777457213440E+16
   18 -2.61201786180730880E+16 -2.61201786180730880E+16
   18  1.75527152949657600E+16  1.75527067050311680E+16
   18  7.45709659498741760E+16  7.45709573599395840E+16
   18  1.18645868801818620E+17  1.18645868801818620E+17
   18  1.19402392931270660E+17  1.19402401521205250E+17
   19  1.21645104594157570E+17  1.21645018694811650E+17
   19  3.29256638202511360E+16  3.29256401979310080E+16
   19 -8.59262538901094400E+15 -8.59261465159270400E+15
   19 -5.31347111610941440E+16 -5.31347412258652160E+16
   19  4.52218867532431360E+16  4.52218996381450240E+16
   19  7.88610283932221440E+16  7.88609768536145920E+16
   19 -2.97893562941440000E+16 -2.97893240818892800E+16
   19 -1.38238461634150400E+17 -1.38238470224084990E+17
   19 -9.16592234814504960E+16 -9.16592750210580480E+16
   19  1.00356008269840380E+17  1.00355956730232830E+17
   19  2.68980676328423420E+17  2.68980641968685060E+17
   19  2.30144619965317120E+17  2.30144671504924670E+17
   19 -6.06585103161753600E+16 -6.06585403809464320E+16
   19 -4.50609964193415170E+17 -4.50609964193415170E+17
   19 -6.62434177819344900E+17 -6.62434109099868160E+17
   19 -4.55449121025687550E+17 -4.55448983586734080E+17
   19  2.11334518634708990E+17  2.11334484274970620E+17
   19  1.09999032765094300E+18  1.09999032765094300E+18
   19  1.74728904071918390E+18  1.74728876584127690E+18
   19  1.64441419733899670E+18  1.64441419733899670E+18
   19  4.82879943273873410E+17  4.82879530957012990E+17
          COS                      SIN                      TRIGP                   TRIGP
    0  1.00000000000000000E+00   .00000000000000000E+00  1.00000000000000000E+00   .00000000000000000E+00
    0  1.00000000000000000E+00   .00000000000000000E+00  1.00000000000000000E+00   .00000000000000000E+00
    0  1.00000000000000000E+00   .00000000000000000E+00  1.00000000000000000E+00   .00000000000000000E+00
    0  1.00000000000000000E+00   .00000000000000000E+00  1.00000000000000000E+00   .00000000000000000E+00
    0  1.00000000000000000E+00   .00000000000000000E+00  1.00000000000000000E+00   .00000000000000000E+00
    0  1.00000000000000000E+00   .00000000000000000E+00  1.00000000000000000E+00   .00000000000000000E+00
    0  1.00000000000000000E+00   .00000000000000000E+00  1.00000000000000000E+00   .00000000000000000E+00
    0  1.00000000000000000E+00   .00000000000000000E+00  1.00000000000000000E+00   .00000000000000000E+00
    0  1.00000000000000000E+00   .00000000000000000E+00  1.00000000000000000E+00   .00000000000000000E+00
    1  5.40302276611328120E-01 -8.41470956802368160E-01  5.40302276611328120E-01 -8.41470956802368160E-01
    1  7.31688857078552250E-01 -6.81638777256011960E-01  7.31688857078552250E-01 -6.81638777256011960E-01
    1  8.77582550048828120E-01 -4.79425549507141110E-01  8.77582550048828120E-01 -4.79425549507141110E-01
    1  9.68912422657012940E-01 -2.47403964400291440E-01  9.68912422657012940E-01 -2.47403964400291440E-01
    1  1.00000000000000000E+00   .00000000000000000E+00  1.00000000000000000E+00   .00000000000000000E+00
    1  9.68912422657012940E-01  2.47403964400291440E-01  9.68912422657012940E-01  2.47403964400291440E-01
    1  8.77582550048828120E-01  4.79425549507141110E-01  8.77582550048828120E-01  4.79425549507141110E-01
    1  7.31688857078552250E-01  6.81638777256011960E-01  7.31688857078552250E-01  6.81638777256011960E-01
    1  5.40302276611328120E-01  8.41470956802368160E-01  5.40302276611328120E-01  8.41470956802368160E-01
    2 -4.16146844625473020E-01 -9.09297406673431400E-01 -4.16146874427795410E-01 -9.09297347068786620E-01
    2  7.07371979951858520E-02 -9.97494995594024660E-01  7.07371532917022710E-02 -9.97494995594024660E-01
    2  5.40302276611328120E-01 -8.41470956802368160E-01  5.40302276611328120E-01 -8.41471016407012940E-01
    2  8.77582550048828120E-01 -4.79425549507141110E-01  8.77582550048828120E-01 -4.79425549507141110E-01
    2  1.00000000000000000E+00   .00000000000000000E+00  1.00000000000000000E+00   .00000000000000000E+00
    2  8.77582550048828120E-01  4.79425549507141110E-01  8.77582550048828120E-01  4.79425549507141110E-01
    2  5.40302276611328120E-01  8.41470956802368160E-01  5.40302276611328120E-01  8.41471016407012940E-01
    2  7.07371979951858520E-02  9.97494995594024660E-01  7.07371532917022710E-02  9.97494995594024660E-01
    2 -4.16146844625473020E-01  9.09297406673431400E-01 -4.16146874427795410E-01  9.09297347068786620E-01
    3 -9.89992499351501460E-01 -1.41120001673698430E-01 -9.89992499351501460E-01 -1.41119927167892460E-01
    3 -6.28173649311065670E-01 -7.78073191642761230E-01 -6.28173708915710450E-01 -7.78073191642761230E-01
    3  7.07371979951858520E-02 -9.97494995594024660E-01  7.07371234893798830E-02 -9.97495055198669430E-01
    3  7.31688857078552250E-01 -6.81638777256011960E-01  7.31688857078552250E-01 -6.81638836860656740E-01
    3  1.00000000000000000E+00   .00000000000000000E+00  1.00000000000000000E+00   .00000000000000000E+00
    3  7.31688857078552250E-01  6.81638777256011960E-01  7.31688857078552250E-01  6.81638836860656740E-01
    3  7.07371979951858520E-02  9.97494995594024660E-01  7.07371234893798830E-02  9.97495055198669430E-01
    3 -6.28173649311065670E-01  7.78073191642761230E-01 -6.28173708915710450E-01  7.78073191642761230E-01
    3 -9.89992499351501460E-01  1.41120001673698430E-01 -9.89992499351501460E-01  1.41119927167892460E-01
    4 -6.53643608093261720E-01  7.56802499294281010E-01 -6.53643488883972170E-01  7.56802499294281010E-01
    4 -9.89992499351501460E-01 -1.41120001673698430E-01 -9.89992618560791020E-01 -1.41120016574859620E-01
    4 -4.16146844625473020E-01 -9.09297406673431400E-01 -4.16146934032440190E-01 -9.09297466278076170E-01
    4  5.40302276611328120E-01 -8.41470956802368160E-01  5.40302276611328120E-01 -8.41471076011657710E-01
    4  1.00000000000000000E+00   .00000000000000000E+00  1.00000000000000000E+00   .00000000000000000E+00
    4  5.40302276611328120E-01  8.41470956802368160E-01  5.40302276611328120E-01  8.41471076011657710E-01
    4 -4.16146844625473020E-01  9.09297406673431400E-01 -4.16146934032440190E-01  9.09297466278076170E-01
    4 -9.89992499351501460E-01  1.41120001673698430E-01 -9.89992618560791020E-01  1.41120016574859620E-01
    4 -6.53643608093261720E-01 -7.56802499294281010E-01 -6.53643488883972170E-01 -7.56802499294281010E-01
    5  2.83662199974060060E-01  9.58924293518066410E-01  2.83662289381027220E-01  9.58924114704132080E-01
    5 -8.20559382438659670E-01  5.71561336517333980E-01 -8.20559382438659670E-01  5.71561336517333980E-01
    5 -8.01143586635589600E-01 -5.98472118377685550E-01 -8.01143705844879150E-01 -5.98472118377685550E-01
    5  3.15322369337081910E-01 -9.48984622955322270E-01  3.15322339534759520E-01 -9.48984742164611820E-01
    5  1.00000000000000000E+00   .00000000000000000E+00  1.00000000000000000E+00   .00000000000000000E+00
    5  3.15322369337081910E-01  9.48984622955322270E-01  3.15322339534759520E-01  9.48984742164611820E-01
    5 -8.01143586635589600E-01  5.98472118377685550E-01 -8.01143705844879150E-01  5.98472118377685550E-01
    5 -8.20559382438659670E-01 -5.71561336517333980E-01 -8.20559382438659670E-01 -5.71561336517333980E-01
    5  2.83662199974060060E-01 -9.58924293518066410E-01  2.83662289381027220E-01 -9.58924114704132080E-01
    6  9.60170269012451170E-01  2.79415488243103030E-01  9.60170209407806400E-01  2.79415309429168700E-01
    6 -2.10795804858207700E-01  9.77530121803283690E-01 -2.10795670747756960E-01  9.77530121803283690E-01
    6 -9.89992499351501460E-01 -1.41120001673698430E-01 -9.89992499351501460E-01 -1.41119956970214840E-01
    6  7.07371979951858520E-02 -9.97494995594024660E-01  7.07371681928634640E-02 -9.97495114803314210E-01
    6  1.00000000000000000E+00   .00000000000000000E+00  1.00000000000000000E+00   .00000000000000000E+00
    6  7.07371979951858520E-02  9.97494995594024660E-01  7.07371681928634640E-02  9.97495114803314210E-01
    6 -9.89992499351501460E-01  1.41120001673698430E-01 -9.89992499351501460E-01  1.41119956970214840E-01
    6 -2.10795804858207700E-01 -9.77530121803283690E-01 -2.10795670747756960E-01 -9.77530121803283690E-01
    6  9.60170269012451170E-01 -2.79415488243103030E-01  9.60170209407806400E-01 -2.79415309429168700E-01
    7  7.53902256488800050E-01 -6.56986594200134280E-01  7.53901958465576170E-01 -6.56986594200134280E-01
    7  5.12085497379302980E-01  8.58934521675109860E-01  5.12085676193237300E-01  8.58934462070465090E-01
    7 -9.36456680297851560E-01  3.50783228874206540E-01 -9.36456620693206790E-01  3.50783318281173710E-01
    7 -1.78246051073074340E-01 -9.83985960483551030E-01 -1.78246080875396730E-01 -9.83986079692840580E-01
    7  1.00000000000000000E+00   .00000000000000000E+00  1.00000000000000000E+00   .00000000000000000E+00
    7 -1.78246051073074340E-01  9.83985960483551030E-01 -1.78246080875396730E-01  9.83986079692840580E-01
    7 -9.36456680297851560E-01 -3.50783228874206540E-01 -9.36456620693206790E-01 -3.50783318281173710E-01
    7  5.12085497379302980E-01 -8.58934521675109860E-01  5.12085676193237300E-01 -8.58934462070465090E-01
    7  7.53902256488800050E-01  6.56986594200134280E-01  7.53901958465576170E-01  6.56986594200134280E-01
